rank,order_scientific,order_common,family_scientific,family_common,subfamily_scientific,subfamily_common,genus_scientific,genus_common,species_scientific,species_common
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris comorensis,nektárovka tmavá
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris sovimanga,nektárovka sovimanga
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris abbotti,nektárovka ostrovná
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris asiaticus,nektárovka ligotavá
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris lotenius,nektárovka srpozobá
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris chloropygius,nektárovka krovinová
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris minullus,nektárovka trpasličia
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris notatus,nektárovka dlhozobá
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris voeltzkowi,nektárovka krivozobá
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris moebii,nektárovka komorská
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris chalcomelas,nektárovka kenská
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris pembae,nektárovka pembská
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris mariquensis,nektárovka pásavoprsá
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris bifasciatus,nektárovka porfýrová
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris tsavoensis,nektárovka akáciová
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris shelleyi,nektárovka farbistá
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris hofmanni,nektárovka Hofmannova
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris congensis,nektárovka lužná
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris erythrocercus,nektárovka močiarna
species,Passeriformes,spevavce,Nectariniidae,nektárovkovité,,,Cinnyris,nektárovka,Cinnyris nectarinioides,nektárovka čiernobruchá
